번호,안전비상벨관리번호,설치목적,설치장소유형,설치위치,소재지도로명주소,소재지지번주소,WGS84위도,WGS84경도,연계방식,경찰연계유무,경비업체연계유무,관리사무소연계유무,부가기능,안전비상벨설치연도,최종점검일자,최종점검결과구분,관리기관명,관리기관전화번호,데이터기준일자
1151,E16C039-17,방범용,가로변,청룡동,,충청남도 천안시 동남구 구룡동 244,36.77279406,127.1467735,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1152,E16C118-16,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 467-1,36.795923,127.1596676,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1153,E16C104-16,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 473-3,36.79743853,127.1601394,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1154,E16C103-16,방범용,가로변,청룡동,,충청남도 천안시 동남구 영성동 161-7,36.79827178,127.1538072,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1155,W21S003-10,약자보호,가로변,입장면,,충청남도 천안시 서북구 입장면 하장리 24-2,36.91507268,127.2254983,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1156,E15C002-08,방범용,가로변,신방동,,충청남도 천안시 동남구 신방동 920,36.78764037,127.1269285,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1157,E15C001-07,방범용,가로변,신방동,,충청남도 천안시 동남구 신방동 924,36.78811989,127.1284368,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1158,E06C112-18,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 속창리 240-2,36.72998413,127.2806264,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1159,E06C111-18,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 속창리 236-16,36.72920053,127.2794331,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1160,E06C013-18,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 백자리 산54,36.70244209,127.2763468,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1161,E06C012-18,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 장산리 151-1,36.73033374,127.2963115,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1162,E06C015-17,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 발산리 468-5,36.708411,127.2979272,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1163,E06C014-17,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 속창리 210-1,36.73160322,127.280192,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1164,E06C093-16,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 신풍리 472-2,36.72763186,127.2644615,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1165,E06C092-16,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 장산리 502-1,36.75267557,127.2955232,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1166,E06C091-16,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 백자리 566-23,36.70490784,127.2735554,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1167,E06C011-16,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 신풍리 118,36.73959447,127.2724763,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1168,E06C010-16,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 백자리 234-4,36.70776321,127.2839436,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1169,E06S178-15,약자보호,가로변,수신면,,충청남도 천안시 동남구 수신면 속창리 139,36.73328424,127.2831008,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1170,E06C019-15,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 발산리 222-4,36.72147425,127.2875443,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1171,E06C018-15,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 신풍리 609,36.73844334,127.2656594,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1172,E06C017-15,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 장산리 505-7,36.75181418,127.2968696,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1173,E06C009-10,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 발산리 67-7,36.726911,127.280266,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1174,E06C008-10,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 해정리 82-3,36.71992838,127.2775242,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1175,E06C007-09,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 속창리 24-21,36.73204974,127.2876335,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1176,E06C006-09,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 장산리 347-1,36.7473199,127.301132,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1177,E06C005-09,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 발산리 205-5,36.720156,127.2870286,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1178,E06C002-11,방범용,가로변,수신면,,충청남도 천안시 동남구 수신면 속창리 126-2,36.73114782,127.2809547,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1179,W18C069-18,방범용,가로변,성환읍,,충청남도 천안시 서북구 성환읍 매주리 304-18,36.91100244,127.1341643,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1180,W18C067-18,방범용,가로변,성환읍,,충청남도 천안시 서북구 성환읍 성월리 228-14,36.9221939,127.1385395,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1181,W18C066-18,방범용,가로변,성환읍,,충청남도 천안시 서북구 성환읍 매주리 421-7,36.91035984,127.1282678,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1182,W18C065-18,방범용,가로변,성환읍,,충청남도 천안시 서북구 성환읍 성환리 432-6,36.91548987,127.1294073,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1183,W18C064-18,방범용,가로변,성환읍,,충청남도 천안시 서북구 성환읍 율금리 470-8,36.9037385,127.1075955,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1184,W29P007-14,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 2046,36.831267,127.1499307,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1185,W29P006-14,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 1560,36.837508,127.144729,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1186,W29P005-14,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 2038,36.8331585,127.149689,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1187,W29P004-11,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1654,36.838467,127.1491316,양방향,Y,N,N,,2011,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1188,W29P002-13,약자보호,공원,부성1동,,충청남도 천안시 서북구 두정동 1696,36.8372535,127.149343,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1189,E16C102-16,방범용,가로변,청룡동,,충청남도 천안시 동남구 구성동 471-1,36.79702467,127.1596529,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1190,W24C032-13,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 538-1,36.7985662,127.1318382,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1191,W24C017-12,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 538-15,36.7987483,127.133411,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1192,W24C016-12,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 948,36.80548665,127.1313072,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1193,W24C015-12,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 368-44,36.79983293,127.1314722,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1194,W24C087-17,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 857,36.809165,127.1293606,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1195,W24C086-17,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 835,36.808063,127.1309452,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1196,W24C020-12,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 379-44,36.79644332,127.1331207,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1197,W24C078-16,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 541-9,36.7977103,127.1332303,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1198,W24S005-14,약자보호,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 878,36.80732568,127.1302793,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1199,W24S004-14,약자보호,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 1222,36.800197,127.1304631,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1200,W24S003-11,약자보호,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 1231,36.80144164,127.1288344,양방향,Y,N,N,,2011,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1201,W24S002-11,약자보호,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 1231,36.80144164,127.1288344,양방향,Y,N,N,,2011,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1202,W24S001-13,약자보호,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 378-108,36.7978243,127.134758,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1203,W24P012-14,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 산85,36.81053054,127.1305909,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1204,W24P011-14,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 산86-1,36.81034282,127.1311467,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1205,W24P010-14,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 산85,36.81053054,127.1305909,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1206,W24P009-14,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용1동 388-18,36.7953988,127.130795,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1207,W24P008-13,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용1동 1133,36.8025782,127.128321,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1208,W24P007-12,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 1408,36.80022026,127.1199718,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1209,W24P006-13,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 1234,36.80050079,127.127273,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1210,W24P005-12,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 847,36.80853465,127.129991,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1211,W24P004-12,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 890,36.8070096,127.130184,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1212,W24P003-12,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 1188,36.80166306,127.1296475,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1213,W24P002-13,약자보호,공원,쌍용1동,,충청남도 천안시 서북구 쌍용동 992,36.804536,127.1310497,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1214,W24P001-13,약자보호,공원,쌍용1동,,충청남도 천안시 동남구 쌍용동 551-4,36.8031497,127.133033,양방향,Y,N,N,,2013,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1215,W24C154-15,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 1071-2,36.8039902,127.129198,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1216,W24C088-15,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 200-4,36.796056,127.1291024,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1217,W24C087-15,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 536-4,36.79903167,127.132498,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1218,W24C019-12,방범용,가로변,쌍용1동,,충청남도 천안시 서북구 쌍용동 538-6,36.79854051,127.1322141,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1219,W28C149-16,방범용,가로변,불당동,,충청남도 천안시 서북구 불당동 1851,36.80493313,127.104035,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1220,W28C148-16,방범용,가로변,불당동,,충청남도 천안시 서북구 불당동 1825,36.8070215,127.105426,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1221,W28C147-16,방범용,가로변,불당동,,충청남도 천안시 서북구 불당동 1642,36.80905484,127.106753,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1222,W28C146-16,방범용,가로변,불당동,,충청남도 천안시 서북구 불당동 1793,36.80925053,127.103861,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1223,W28C145-16,방범용,가로변,불당동,,충청남도 천안시 서북구 불당동 1751,36.80959816,127.1018299,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1224,W29C108-15,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1588,36.83839625,127.1446335,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1225,W29C008-10,약자보호,가로변,부성1동,,충청남도 천안시 서북구 두정동 1626,36.83623391,127.1471658,양방향,Y,N,N,,2010,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1226,W29C007-09,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1267,36.83403941,127.1402109,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1227,W29C006-10,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1155,36.83722105,127.1402491,양방향,Y,N,N,,2015,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1228,W29C004-12,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 1707,36.83671799,127.149478,양방향,Y,N,N,,2016,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1229,W29C003-09,방범용,가로변,부성1동,,충청남도 천안시 서북구 두정동 78,36.83394434,127.148402,양방향,Y,N,N,,2014,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1230,E13C092-18,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 220-2,36.80176489,127.1341182,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1231,E13C091-18,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 209-3,36.80631479,127.1348299,양방향,Y,N,N,,2018,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1232,E13C036-12,약자보호,가로변,봉명동,,충청남도 천안시 동남구 봉명동 214,36.80527217,127.1346928,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1233,E13C026-12,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 110-202,36.81146342,127.1371615,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1234,E13C025-12,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 110-29,36.80961779,127.1379822,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1235,E13C129-17,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 110-410,36.8107503,127.138052,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1236,E13C116-17,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 6-7,36.80544824,127.1422229,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1237,E13C035-12,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 418-3,36.8136445,127.131724,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1238,E13C034-12,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 62-513,36.80542785,127.1371111,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
1239,E13C029-12,방범용,가로변,봉명동,,충청남도 천안시 동남구 봉명동 118-20,36.81273701,127.1363747,양방향,Y,N,N,,2017,2020-10-20,Y,천안시 안전총괄과,041-521-5587,2021-10-15
